yr,sex,FirstForename,number,rank,position
1996,B,Samuel,128,59,"   59="
1996,B,Greg,127,61,"   61="
1996,B,Reece,127,61,"   61="
1996,B,Rory,125,63,"   63"
1996,B,Jason,124,64,"   64"
1996,B,Josh,121,65,"   65"
1996,B,Alan,117,66,"   66"
1996,B,Alistair,114,67,"   67="
1996,B,Jake,114,67,"   67="
1996,B,Luke,110,69,"   69"
1996,B,Kevin,107,70,"   70"
1996,B,Ewan,104,71,"   71"
1996,B,Benjamin,99,72,"   72"
1996,B,Harry,94,73,"   73"
1996,B,Patrick,93,74,"   74"
1996,B,Anthony,90,75,"   75="
1996,B,Dale,90,75,"   75="
1996,B,Gregor,89,77,"   77"
1996,B,Colin,87,78,"   78"
1996,B,Iain,86,79,"   79"
1996,B,Ian,85,80,"   80"
1996,B,George,82,81,"   81="
1996,B,Nicholas,82,81,"   81="
1996,B,Stewart,82,81,"   81="
1996,B,Duncan,80,84,"   84"
1996,B,Brandon,79,85,"   85"
1996,B,Ciaran,75,86,"   86"
1996,B,Hamish,74,87,"   87"
1996,B,Brian,72,88,"   88="
1996,B,Rhys,72,88,"   88="
1996,B,Murray,71,90,"   90="
1996,B,Neil,71,90,"   90="
1996,B,Richard,70,92,"   92"
1996,B,Angus,68,93,"   93="
1996,B,Douglas,68,93,"   93="
1996,B,Graeme,68,93,"   93="
1996,B,Alasdair,66,96,"   96"
1996,B,Bradley,62,97,"   97="
1996,B,Owen,62,97,"   97="
1996,B,Taylor,62,97,"   97="
1996,B,Mohammed,61,100,"  100"
1997,B,Ryan,795,1,"    1"
1997,B,Andrew,761,2,"    2"
1997,B,Jack,759,3,"    3"
1997,B,Ross,700,4,"    4"
1997,B,James,638,5,"    5"
1997,B,Connor,590,6,"    6"
1997,B,Scott,586,7,"    7"
1997,B,Lewis,568,8,"    8"
1997,B,David,560,9,"    9"
1997,B,Michael,557,10,"   10"
1997,B,Jordan,554,11,"   11"
1997,B,Liam,550,12,"   12"
1997,B,Daniel,546,13,"   13"
1997,B,Cameron,526,14,"   14"
1997,B,Matthew,509,15,"   15"
1997,B,Kieran,474,16,"   16"
1997,B,Jamie,452,17,"   17"
1997,B,Christopher,440,18,"   18"
1997,B,Kyle,421,19,"   19"
1997,B,Callum,419,20,"   20"
1997,B,Craig,418,21,"   21"
1997,B,John,396,22,"   22"
1997,B,Dylan,394,23,"   23"
1997,B,Sean,367,24,"   24"
1997,B,Thomas,348,25,"   25"
1997,B,Adam,347,26,"   26"
1997,B,Calum,335,27,"   27"
1997,B,Mark,310,28,"   28"
1997,B,Robert,297,29,"   29"
1997,B,Fraser,292,30,"   30"
1997,B,Alexander,288,31,"   31"
1997,B,Declan,284,32,"   32"
1997,B,Paul,266,33,"   33"
1997,B,Aaron,260,34,"   34"
1997,B,Stuart,257,35,"   35"
1997,B,Euan,252,36,"   36"
1997,B,Steven,243,37,"   37"
1997,B,Darren,231,38,"   38"
1997,B,William,228,39,"   39"
1997,B,Lee,226,40,"   40"
1997,B,Aidan,207,41,"   41="
1997,B,Stephen,207,41,"   41="
1997,B,Nathan,205,43,"   43"
1997,B,Shaun,198,44,"   44"
1997,B,Ben,195,45,"   45"
1997,B,Joshua,191,46,"   46"
1997,B,Conor,176,47,"   47"
1997,B,Ewan,174,48,"   48"
1997,B,Reece,168,49,"   49"
1997,B,Samuel,159,50,"   50"
1997,B,Jonathan,158,51,"   51"
1997,B,Joseph,155,52,"   52"
1997,B,Brandon,149,53,"   53="
1997,B,Dean,149,53,"   53="
1997,B,Marc,143,55,"   55="
1997,B,Robbie,143,55,"   55="
1997,B,Luke,139,57,"   57="
1997,B,Rory,139,57,"   57="
1997,B,Grant,134,59,"   59="
1997,B,Peter,134,59,"   59="
1997,B,Greg,133,61,"   61="
1997,B,Sam,133,61,"   61="
1997,B,Blair,131,63,"   63"
1997,B,Gary,130,64,"   64"
1997,B,Jason,129,65,"   65"
1997,B,Martin,117,66,"   66"
1997,B,Iain,116,67,"   67"
1997,B,Josh,109,68,"   68"
1997,B,Gavin,106,69,"   69"
1997,B,Benjamin,103,70,"   70="
1997,B,Kevin,103,70,"   70="
1997,B,Gregor,102,72,"   72="
1997,B,Jake,102,72,"   72="
1997,B,Rhys,97,74,"   74"
1997,B,Harry,94,75,"   75"
1997,B,Alan,87,76,"   76"
1997,B,George,86,77,"   77="
1997,B,Nicholas,86,77,"   77="
1997,B,Alistair,82,79,"   79="
1997,B,Owen,82,79,"   79="
1997,B,Angus,79,81,"   81="
1997,B,Ciaran,79,81,"   81="
1997,B,Bradley,77,83,"   83="
1997,B,Duncan,77,83,"   83="
1997,B,Anthony,76,85,"   85="
1997,B,Patrick,76,85,"   85="
1997,B,Stewart,75,87,"   87"
1997,B,Neil,73,88,"   88"
1997,B,Alasdair,72,89,"   89"
1997,B,Taylor,71,90,"   90"
1997,B,Jay,70,91,"   91"
1997,B,Colin,69,92,"   92="
1997,B,Ian,69,92,"   92="
1997,B,Calvin,64,94,"   94"
1997,B,Charles,62,95,"   95"
1997,B,Murray,60,96,"   96"
1997,B,Joe,59,97,"   97"
1997,B,Conner,57,98,"   98="
1997,B,Dominic,57,98,"   98="
1997,B,Gordon,57,98,"   98="
1998,B,Ryan,791,1,"    1"
1998,B,Jack,709,2,"    2"
1998,B,Ross,662,3,"    3"
1998,B,Lewis,637,4,"    4"
1998,B,Cameron,619,5,"    5"
1998,B,James,616,6,"    6"
1998,B,Connor,592,7,"    7"
1998,B,Andrew,584,8,"    8"
1998,B,Scott,549,9,"    9"
1998,B,Callum,524,10,"   10"
1998,B,Jordan,516,11,"   11"
1998,B,Daniel,492,12,"   12"
1998,B,David,484,13,"   13"
1998,B,Matthew,483,14,"   14"
1998,B,Liam,471,15,"   15"
1998,B,Michael,466,16,"   16"
1998,B,Kieran,457,17,"   17"
1998,B,Craig,400,18,"   18"
1998,B,Kyle,395,19,"   19"
1998,B,Sean,383,20,"   20"
1998,B,Jamie,377,21,"   21"
1998,B,Dylan,362,22,"   22"
1998,B,John,353,23,"   23"
1998,B,Christopher,351,24,"   24"
1998,B,Calum,337,25,"   25"
1998,B,Adam,331,26,"   26"
1998,B,Thomas,309,27,"   27"
1998,B,Alexander,301,28,"   28"
1998,B,Mark,284,29,"   29"
1998,B,Nathan,280,30,"   30"
1998,B,Robert,272,31,"   31"
1998,B,Aaron,268,32,"   32"
1998,B,Euan,259,33,"   33"
1998,B,Fraser,244,34,"   34"
1998,B,Paul,238,35,"   35"
1998,B,Ewan,235,36,"   36"
1998,B,Declan,226,37,"   37"
1998,B,William,216,38,"   38"
1998,B,Ben,211,39,"   39"
1998,B,Stuart,206,40,"   40"
1998,B,Aidan,196,41,"   41"
1998,B,Stephen,194,42,"   42"
1998,B,Steven,191,43,"   43"
1998,B,Reece,189,44,"   44"
1998,B,Robbie,180,45,"   45"
1998,B,Joshua,179,46,"   46"
1998,B,Lee,178,47,"   47"
1998,B,Conor,169,48,"   48"
1998,B,Shaun,162,49,"   49"
1998,B,Darren,159,50,"   50"
1998,B,Samuel,154,51,"   51"
1998,B,Brandon,142,52,"   52"
1998,B,Marc,140,53,"   53"
1998,B,Joseph,139,54,"   54"
1998,B,Dean,138,55,"   55="
1998,B,Jonathan,138,55,"   55="
1998,B,Luke,135,57,"   57"
1998,B,Jake,129,58,"   58"
1998,B,Josh,128,59,"   59"
1998,B,Rory,127,60,"   60"
1998,B,Greg,126,61,"   61="
1998,B,Owen,126,61,"   61="
1998,B,Grant,125,63,"   63"
1998,B,Jason,124,64,"   64"
1998,B,Sam,114,65,"   65"
1998,B,Blair,112,66,"   66"
1998,B,Martin,105,67,"   67"
1998,B,Benjamin,104,68,"   68"
1998,B,Gary,101,69,"   69="
1998,B,Peter,101,69,"   69="
1998,B,Gavin,96,71,"   71"
1998,B,Rhys,94,72,"   72"
1998,B,Iain,91,73,"   73"
1998,B,Kevin,90,74,"   74"
1998,B,Ciaran,88,75,"   75"
1998,B,Jay,86,76,"   76="
1998,B,Murray,86,76,"   76="
1998,B,Alistair,85,78,"   78="
1998,B,Harry,85,78,"   78="
1998,B,Bradley,84,80,"   80="
1998,B,Finlay,84,80,"   80="
1998,B,Alan,82,82,"   82="
1998,B,Gregor,82,82,"   82="
1998,B,Taylor,82,82,"   82="
1998,B,Nicholas,81,85,"   85"
1998,B,Ethan,80,86,"   86"
1998,B,Angus,77,87,"   87="
1998,B,Duncan,77,87,"   87="
1998,B,Charles,76,89,"   89="
1998,B,Stewart,76,89,"   89="
1998,B,Ronan,74,91,"   91"
1998,B,Aiden,70,92,"   92"
1998,B,Ian,69,93,"   93"
1998,B,Anthony,68,94,"   94="
1998,B,Neil,68,94,"   94="
1998,B,George,66,96,"   96"
1998,B,Charlie,62,97,"   97="
1998,B,Jacob,62,97,"   97="
1998,B,Max,61,99,"   99"
1998,B,Hamish,60,100,"  100"
1999,B,Jack,883,1,"    1"
1999,B,Lewis,784,2,"    2"
1999,B,Ryan,735,3,"    3"
1999,B,Cameron,699,4,"    4"
1999,B,Ross,619,5,"    5"
1999,B,Andrew,576,6,"    6"
1999,B,James,562,7,"    7"
1999,B,Liam,554,8,"    8"
1999,B,Scott,495,9,"    9"
1999,B,Jordan,494,10,"   10"
1999,B,Connor,491,11,"   11"
1999,B,Callum,482,12,"   12"
1999,B,Matthew,468,13,"   13"
1999,B,Kieran,434,14,"   14="
1999,B,Kyle,434,14,"   14="
1999,B,Jamie,414,16,"   16"
1999,B,David,409,17,"   17"
1999,B,Daniel,402,18,"   18"
1999,B,Michael,372,19,"   19"
1999,B,Adam,365,20,"   20"
1999,B,Craig,344,21,"   21"
1999,B,Dylan,331,22,"   22"
1999,B,John,315,23,"   23"
1999,B,Sean,299,24,"   24"
1999,B,Thomas,298,25,"   25"
1999,B,Euan,288,26,"   26"
1999,B,Christopher,277,27,"   27"
1999,B,Robert,274,28,"   28"
1999,B,Nathan,273,29,"   29"
1999,B,Calum,267,30,"   30"
1999,B,Ben,265,31,"   31"
1999,B,Alexander,257,32,"   32="
1999,B,Fraser,257,32,"   32="
1999,B,Ewan,254,34,"   34"
1999,B,Declan,234,35,"   35"
1999,B,Mark,230,36,"   36"
1999,B,William,222,37,"   37"
1999,B,Robbie,214,38,"   38"
1999,B,Aaron,210,39,"   39"
1999,B,Aidan,189,40,"   40"
1999,B,Reece,181,41,"   41"
1999,B,Joshua,179,42,"   42"
1999,B,Steven,178,43,"   43"
1999,B,Lee,176,44,"   44="
1999,B,Paul,176,44,"   44="
1999,B,Brandon,173,46,"   46"
1999,B,Samuel,168,47,"   47"
1999,B,Joseph,162,48,"   48"
1999,B,Owen,156,49,"   49"
1999,B,Stuart,153,50,"   50"
1999,B,Shaun,146,51,"   51"
1999,B,Luke,144,52,"   52"
1999,B,Jonathan,140,53,"   53"
1999,B,Stephen,135,54,"   54"
1999,B,Josh,134,55,"   55="
1999,B,Rory,134,55,"   55="
1999,B,Conor,132,57,"   57"
1999,B,Sam,128,58,"   58"
1999,B,Blair,126,59,"   59"
1999,B,Gregor,123,60,"   60"
1999,B,Finlay,121,61,"   61"
1999,B,Darren,119,62,"   62"
1999,B,Harry,118,63,"   63"
1999,B,Rhys,117,64,"   64"
1999,B,Dean,106,65,"   65"
1999,B,Jake,101,66,"   66"
1999,B,Benjamin,98,67,"   67"
1999,B,Ronan,97,68,"   68"
1999,B,Greg,94,69,"   69"
1999,B,Jay,93,70,"   70"
1999,B,Angus,92,71,"   71="
1999,B,Jason,92,71,"   71="
1999,B,Ciaran,91,73,"   73"
1999,B,Morgan,86,74,"   74"
1999,B,Ethan,84,75,"   75="
1999,B,Grant,84,75,"   75="
1999,B,Peter,84,75,"   75="
1999,B,Marc,82,78,"   78"
1999,B,Murray,77,79,"   79"
1999,B,Martin,74,80,"   80"
1999,B,Patrick,73,81,"   81"
1999,B,Logan,71,82,"   82"
1999,B,Bradley,70,83,"   83"
1999,B,Gary,69,84,"   84="
1999,B,Jacob,69,84,"   84="
1999,B,Taylor,68,86,"   86"
1999,B,Duncan,65,87,"   87="
1999,B,Max,65,87,"   87="
1999,B,Charles,64,89,"   89="
1999,B,Iain,64,89,"   89="
1999,B,Kevin,64,89,"   89="
1999,B,Alan,62,92,"   92="
1999,B,Alistair,62,92,"   92="
1999,B,Anthony,61,94,"   94"
1999,B,Aiden,59,95,"   95"
1999,B,Stewart,58,96,"   96"
1999,B,George,57,97,"   97="
1999,B,Nicholas,57,97,"   97="
1999,B,Ian,55,99,"   99"
1999,B,Louis,54,100,"  100="
1999,B,Marcus,54,100,"  100="
1999,B,Mitchell,54,100,"  100="
2000,B,Jack,830,1,"    1"
2000,B,Lewis,786,2,"    2"
2000,B,Ryan,678,3,"    3"
2000,B,Cameron,672,4,"    4"
2000,B,James,520,5,"    5"
2000,B,Andrew,490,6,"    6"
2000,B,Liam,472,7,"    7="
2000,B,Matthew,472,7,"    7="
2000,B,Jamie,470,9,"    9"
2000,B,Callum,466,10,"   10"
2000,B,Ross,449,11,"   11"
2000,B,Jordan,436,12,"   12"
2000,B,Daniel,429,13,"   13"
2000,B,Kieran,420,14,"   14"
2000,B,Connor,409,15,"   15"
2000,B,Scott,400,16,"   16"
2000,B,Kyle,391,17,"   17"
2000,B,David,372,18,"   18"
2000,B,Adam,365,19,"   19"
2000,B,Dylan,352,20,"   20"
2000,B,Michael,326,21,"   21"
2000,B,Ben,305,22,"   22"
2000,B,Thomas,302,23,"   23"
2000,B,Craig,296,24,"   24"
2000,B,Nathan,295,25,"   25"
2000,B,Sean,292,26,"   26"
2000,B,John,262,27,"   27"
2000,B,Aaron,250,28,"   28"
2000,B,Calum,249,29,"   29"
2000,B,Christopher,243,30,"   30"
2000,B,Alexander,238,31,"   31"
2000,B,Robert,237,32,"   32"
2000,B,Euan,230,33,"   33"
2000,B,Joshua,228,34,"   34"
2000,B,Declan,222,35,"   35"
2000,B,Aidan,221,36,"   36"
2000,B,Mark,211,37,"   37"
2000,B,Robbie,208,38,"   38"
2000,B,Luke,207,39,"   39"
2000,B,Fraser,200,40,"   40="
2000,B,Reece,200,40,"   40="
2000,B,William,191,42,"   42"
2000,B,Ewan,183,43,"   43"
2000,B,Joseph,176,44,"   44"
2000,B,Paul,166,45,"   45"
2000,B,Brandon,161,46,"   46"
2000,B,Lee,159,47,"   47"
2000,B,Owen,154,48,"   48"
2000,B,Josh,151,49,"   49"
2000,B,Samuel,150,50,"   50"
2000,B,Finlay,147,51,"   51"
2000,B,Stuart,145,52,"   52"
2000,B,Rhys,142,53,"   53="
2000,B,Stephen,142,53,"   53="
2000,B,Rory,137,55,"   55"
2000,B,Jake,136,56,"   56"
2000,B,Steven,135,57,"   57"
2000,B,Sam,132,58,"   58"
2000,B,Jay,119,59,"   59"
2000,B,Benjamin,118,60,"   60"
2000,B,Ethan,112,61,"   61="
2000,B,Harry,112,61,"   61="
2000,B,Shaun,107,63,"   63"
2000,B,Aiden,106,64,"   64="
2000,B,Darren,106,64,"   64="
2000,B,Blair,105,66,"   66"
2000,B,Marc,104,67,"   67"
2000,B,Dean,102,68,"   68"
2000,B,Taylor,94,69,"   69"
2000,B,Angus,93,70,"   70"
2000,B,Gregor,89,71,"   71"
2000,B,Conor,87,72,"   72="
2000,B,Jonathan,87,72,"   72="
2000,B,Patrick,85,74,"   74"
2000,B,Ciaran,82,75,"   75"
2000,B,Greg,81,76,"   76"
2000,B,Jason,79,77,"   77"
2000,B,George,77,78,"   78"
2000,B,Logan,76,79,"   79"
2000,B,Peter,72,80,"   80"
2000,B,Bradley,69,81,"   81"
2000,B,Max,67,82,"   82"
2000,B,Arran,65,83,"   83="
2000,B,Mohammed,65,83,"   83="
2000,B,Morgan,65,83,"   83="
2000,B,Oliver,65,83,"   83="
2000,B,Gary,64,87,"   87="
2000,B,Murray,64,87,"   87="
2000,B,Louis,63,89,"   89"
2000,B,Martin,62,90,"   90"
2000,B,Alan,61,91,"   91="
2000,B,Alistair,61,91,"   91="
2000,B,Grant,61,91,"   91="
2000,B,Joe,61,91,"   91="
2000,B,Keir,61,91,"   91="
2000,B,Duncan,60,96,"   96"
2000,B,Leon,58,97,"   97="
2000,B,Mitchell,58,97,"   97="
2000,B,Nicholas,58,97,"   97="
2000,B,Tyler,55,100,"  100"
2001,B,Jack,833,1,"    1"
2001,B,Lewis,770,2,"    2"
2001,B,Cameron,609,3,"    3"
2001,B,Ryan,577,4,"    4"
2001,B,James,510,5,"    5"
2001,B,Callum,486,6,"    6"
2001,B,Andrew,474,7,"    7"
2001,B,Dylan,451,8,"    8"
2001,B,Ross,431,9,"    9"
2001,B,Jamie,418,10,"   10"
2001,B,Liam,411,11,"   11"
2001,B,Adam,407,12,"   12"
2001,B,Matthew,406,13,"   13"
2001,B,Daniel,399,14,"   14"
2001,B,Scott,377,15,"   15"
2001,B,Kieran,364,16,"   16"
2001,B,David,363,17,"   17"
2001,B,Connor,362,18,"   18"
2001,B,Jordan,329,19,"   19"
2001,B,Kyle,314,20,"   20"
2001,B,Michael,310,21,"   21"
2001,B,Ben,307,22,"   22"
2001,B,Thomas,300,23,"   23"
2001,B,John,275,24,"   24"
2001,B,Aidan,269,25,"   25"
2001,B,Craig,262,26,"   26"
2001,B,Sean,251,27,"   27"
2001,B,Nathan,244,28,"   28"
2001,B,Alexander,239,29,"   29"
2001,B,Joshua,230,30,"   30"
2001,B,Calum,224,31,"   31="
2001,B,Luke,224,31,"   31="
2001,B,Euan,222,33,"   33"
2001,B,Robbie,220,34,"   34"
2001,B,William,218,35,"   35"
2001,B,Declan,213,36,"   36"
2001,B,Aaron,211,37,"   37"
2001,B,Reece,203,38,"   38"
2001,B,Christopher,202,39,"   39="
2001,B,Ewan,202,39,"   39="
2001,B,Fraser,202,39,"   39="
2001,B,Josh,200,42,"   42"
2001,B,Robert,194,43,"   43"
2001,B,Mark,172,44,"   44"
2001,B,Brandon,168,45,"   45"
2001,B,Paul,165,46,"   46"
2001,B,Ethan,164,47,"   47="
2001,B,Jay,164,47,"   47="
2001,B,Finlay,162,49,"   49"
2001,B,Joseph,160,50,"   50"
2001,B,Samuel,156,51,"   51"
2001,B,Jake,150,52,"   52"
2001,B,Sam,142,53,"   53"
2001,B,Harry,141,54,"   54"
2001,B,Logan,139,55,"   55"
2001,B,Owen,136,56,"   56"
2001,B,Lee,134,57,"   57"
2001,B,Steven,132,58,"   58"
2001,B,Benjamin,122,59,"   59"
2001,B,Stephen,117,60,"   60"
2001,B,Blair,114,61,"   61"
2001,B,Gregor,112,62,"   62"
2001,B,Rhys,110,63,"   63="
2001,B,Rory,110,63,"   63="
2001,B,Stuart,107,65,"   65"
2001,B,Marc,104,66,"   66="
2001,B,Taylor,104,66,"   66="
2001,B,Dean,101,68,"   68="
2001,B,Shaun,101,68,"   68="
2001,B,Darren,97,70,"   70"
2001,B,Ciaran,88,71,"   71"
2001,B,Angus,83,72,"   72="
2001,B,Jason,83,72,"   72="
2001,B,Max,82,74,"   74"
2001,B,Aiden,80,75,"   75="
2001,B,Peter,80,75,"   75="
2001,B,Conor,79,77,"   77="
2001,B,Greg,79,77,"   77="
2001,B,Martin,77,79,"   79"
2001,B,Oliver,76,80,"   80"
2001,B,Joe,74,81,"   81="
2001,B,Jonathan,74,81,"   81="
2001,B,Louis,74,81,"   81="
2001,B,Kai,73,84,"   84"
2001,B,Gary,69,85,"   85="
2001,B,Tyler,69,85,"   85="
2001,B,Murray,67,87,"   87"
2001,B,George,65,88,"   88"
2001,B,Leon,62,89,"   89"
2001,B,Mohammed,59,90,"   90"
2001,B,Alistair,58,91,"   91"
2001,B,Arran,57,92,"   92="
2001,B,Nicholas,57,92,"   92="
2001,B,Anthony,56,94,"   94"
2001,B,Lucas,55,95,"   95="
2001,B,Patrick,55,95,"   95="
2001,B,Evan,54,97,"   97="
2001,B,Jacob,54,97,"   97="
2001,B,Marcus,54,97,"   97="
2001,B,Keir,53,100,"  100="
2001,B,Mitchell,53,100,"  100="
2002,B,Jack,854,1,"    1"
2002,B,Lewis,775,2,"    2"
2002,B,Cameron,607,3,"    3"
2002,B,Ryan,535,4,"    4"
2002,B,James,508,5,"    5"
2002,B,Jamie,432,6,"    6"
2002,B,Liam,423,7,"    7"
2002,B,Matthew,417,8,"    8"
2002,B,Ross,407,9,"    9"
2002,B,Callum,401,10,"   10"
2002,B,Kyle,390,11,"   11"
2002,B,Dylan,385,12,"   12"
2002,B,Ben,384,13,"   13"
2002,B,Connor,378,14,"   14"
2002,B,Adam,372,15,"   15"
2002,B,Andrew,365,16,"   16"
2002,B,Daniel,361,17,"   17"
2002,B,Kieran,322,18,"   18="
2002,B,Scott,322,18,"   18="
2002,B,Nathan,317,20,"   20"
2002,B,Michael,310,21,"   21"
2002,B,Aidan,301,22,"   22"
2002,B,Joshua,300,23,"   23"
2002,B,Thomas,299,24,"   24"
2002,B,David,286,25,"   25"
2002,B,Alexander,271,26,"   26"
2002,B,Aaron,259,27,"   27"
2002,B,Josh,257,28,"   28"
2002,B,Euan,239,29,"   29"
2002,B,John,235,30,"   30"
2002,B,Sean,233,31,"   31"
2002,B,Luke,218,32,"   32"
2002,B,Calum,206,33,"   33"
2002,B,Jordan,205,34,"   34="
2002,B,Robert,205,34,"   34="
2002,B,Ewan,202,36,"   36"
2002,B,Christopher,196,37,"   37"
2002,B,Mark,186,38,"   38"
2002,B,Jay,183,39,"   39"
2002,B,Finlay,182,40,"   40="
2002,B,Fraser,182,40,"   40="
2002,B,Craig,180,42,"   42"
2002,B,William,177,43,"   43"
2002,B,Declan,171,44,"   44="
2002,B,Robbie,171,44,"   44="
2002,B,Logan,166,46,"   46"
2002,B,Ethan,165,47,"   47"
2002,B,Reece,158,48,"   48"
2002,B,Brandon,153,49,"   49"
2002,B,Samuel,151,50,"   50"
2002,B,Joseph,150,51,"   51"
2002,B,Benjamin,143,52,"   52"
2002,B,Lee,141,53,"   53"
2002,B,Sam,138,54,"   54"
2002,B,Owen,136,55,"   55"
2002,B,Rory,129,56,"   56"
2002,B,Harry,128,57,"   57="
2002,B,Paul,128,57,"   57="
2002,B,Steven,112,59,"   59"
2002,B,Jake,110,60,"   60="
2002,B,Shaun,110,60,"   60="
2002,B,Blair,102,62,"   62="
2002,B,Max,102,62,"   62="
2002,B,Rhys,102,62,"   62="
2002,B,Oliver,94,65,"   65"
2002,B,Aiden,91,66,"   66="
2002,B,Taylor,91,66,"   66="
2002,B,Kai,90,68,"   68"
2002,B,Ciaran,88,69,"   69"
2002,B,Gregor,87,70,"   70"
2002,B,Stuart,83,71,"   71"
2002,B,Dean,81,72,"   72"
2002,B,Jonathan,80,73,"   73"
2002,B,Stephen,79,74,"   74"
2002,B,Peter,77,75,"   75"
2002,B,Angus,76,76,"   76="
2002,B,Darren,76,76,"   76="
2002,B,Jason,76,76,"   76="
2002,B,Marc,74,79,"   79"
2002,B,Charlie,72,80,"   80="
2002,B,Jacob,72,80,"   80="
2002,B,Conor,71,82,"   82"
2002,B,Louis,70,83,"   83="
2002,B,Murray,70,83,"   83="
2002,B,Tyler,67,85,"   85"
2002,B,Kian,66,86,"   86"
2002,B,Duncan,61,87,"   87="
2002,B,Mohammed,61,87,"   87="
2002,B,Gary,58,89,"   89"
2002,B,George,57,90,"   90"
2002,B,Arran,55,91,"   91="
2002,B,Charles,55,91,"   91="
2002,B,Patrick,55,91,"   91="
2002,B,Joe,54,94,"   94"
2002,B,Alex,53,95,"   95="
2002,B,Bradley,53,95,"   95="
2002,B,Finn,53,95,"   95="
2002,B,Mitchell,53,95,"   95="
2002,B,Leon,51,99,"   99"
2002,B,Grant,50,100,"  100"
2003,B,Lewis,818,1,"    1"
2003,B,Jack,759,2,"    2"
2003,B,Cameron,623,3,"    3"
2003,B,James,507,4,"    4"
2003,B,Kyle,479,5,"    5"
2003,B,Ryan,460,6,"    6"
2003,B,Ben,432,7,"    7"
2003,B,Callum,427,8,"    8"
2003,B,Matthew,424,9,"    9"
2003,B,Adam,418,10,"   10"
2003,B,Jamie,407,11,"   11"
2003,B,Daniel,406,12,"   12"
2003,B,Connor,404,13,"   13"
2003,B,Liam,391,14,"   14"
2003,B,Ross,373,15,"   15"
2003,B,Dylan,360,16,"   16"
2003,B,Andrew,346,17,"   17"
2003,B,Aidan,312,18,"   18"
2003,B,Nathan,308,19,"   19"
2003,B,Kieran,306,20,"   20"
2003,B,David,297,21,"   21"
2003,B,Michael,295,22,"   22"
2003,B,Joshua,289,23,"   23"
2003,B,John,285,24,"   24"
2003,B,Alexander,284,25,"   25"
2003,B,Scott,280,26,"   26"
2003,B,Aaron,266,27,"   27="
2003,B,Thomas,266,27,"   27="
2003,B,Josh,248,29,"   29"
2003,B,Luke,234,30,"   30"
2003,B,Logan,227,31,"   31"
2003,B,Finlay,213,32,"   32"
2003,B,Sean,210,33,"   33"
2003,B,Calum,208,34,"   34"
2003,B,Euan,203,35,"   35"
2003,B,Ethan,202,36,"   36"
2003,B,Christopher,187,37,"   37="
2003,B,William,187,37,"   37="
2003,B,Fraser,182,39,"   39"
2003,B,Robert,179,40,"   40"
2003,B,Craig,175,41,"   41"
2003,B,Jay,167,42,"   42"
2003,B,Samuel,162,43,"   43"
2003,B,Robbie,161,44,"   44"
2003,B,Owen,159,45,"   45"
2003,B,Joseph,158,46,"   46"
2003,B,Ewan,153,47,"   47"
2003,B,Jordan,148,48,"   48"
2003,B,Benjamin,144,49,"   49"
2003,B,Reece,141,50,"   50"
2003,B,Lee,140,51,"   51="
2003,B,Mark,140,51,"   51="
2003,B,Brandon,138,53,"   53"
2003,B,Declan,136,54,"   54"
2003,B,Harry,135,55,"   55"
2003,B,Rory,133,56,"   56"
2003,B,Aiden,132,57,"   57"
2003,B,Sam,131,58,"   58"
2003,B,Kai,124,59,"   59"
2003,B,Oliver,121,60,"   60"
2003,B,Blair,119,61,"   61"
2003,B,Steven,118,62,"   62"
2003,B,Max,116,63,"   63="
2003,B,Shaun,116,63,"   63="
2003,B,Rhys,111,65,"   65"
2003,B,Paul,106,66,"   66"
2003,B,Ciaran,105,67,"   67"
2003,B,Jake,104,68,"   68"
2003,B,Stuart,96,69,"   69"
2003,B,Stephen,93,70,"   70"
2003,B,Gregor,92,71,"   71"
2003,B,Kian,91,72,"   72"
2003,B,Charlie,89,73,"   73"
2003,B,Taylor,85,74,"   74"
2003,B,Tyler,82,75,"   75"
2003,B,Jacob,81,76,"   76"
2003,B,Angus,79,77,"   77"
2003,B,Dean,78,78,"   78"
2003,B,Darren,72,79,"   79"
2003,B,Jonathan,71,80,"   80"
2003,B,Marc,70,81,"   81"
2003,B,Patrick,67,82,"   82"
2003,B,Evan,66,83,"   83="
2003,B,Louis,66,83,"   83="
2003,B,Duncan,65,85,"   85="
2003,B,Peter,65,85,"   85="
2003,B,Alex,64,87,"   87"
2003,B,Murray,63,88,"   88"
2003,B,Arran,62,89,"   89="
2003,B,George,62,89,"   89="
2003,B,Jason,62,89,"   89="
2003,B,Leon,60,92,"   92"
2003,B,Conor,59,93,"   93"
2003,B,Hamish,58,94,"   94"
2003,B,Lucas,57,95,"   95"
2003,B,Grant,55,96,"   96"
2003,B,Mitchell,53,97,"   97="
2003,B,Mohammed,53,97,"   97="
2003,B,Finn,52,99,"   99"
2003,B,Anthony,51,100,"  100="
2003,B,Greg,51,100,"  100="
2003,B,Marcus,51,100,"  100="
2004,B,Lewis,726,1,"    1"
2004,B,Jack,709,2,"    2"
2004,B,Cameron,531,3,"    3"
2004,B,James,530,4,"    4"
2004,B,Ryan,523,5,"    5"
2004,B,Jamie,480,6,"    6"
2004,B,Liam,474,7,"    7"
2004,B,Ben,461,8,"    8"
2004,B,Kyle,451,9,"    9"
2004,B,Callum,449,10,"   10"
2004,B,Daniel,427,11,"   11"
2004,B,Matthew,424,12,"   12"
2004,B,Connor,360,13,"   13"
